日期,委托时间,品种,标的,交易类型,下单类型,成交数量,成交价,成交额,委托数量,委托价格,平仓盈亏,手续费,状态,最后更新时间
2020-04-08,09:30:00,股票,中国联通(600050.XSHG),买,市价单,2500股,5.35,13375,2500股,-,0,5,全部成交,2020-04-08 09:30:00
2020-04-08,09:30:00,股票,徐工机械(000425.XSHE),买,市价单,2400股,5.53,13272,2400股,-,0,5,全部成交,2020-04-08 09:30:00
2020-04-08,09:30:00,股票,中联重科(000157.XSHE),买,市价单,2200股,6.04,13288,2200股,-,0,5,全部成交,2020-04-08 09:30:00
2020-04-09,09:30:00,股票,华电国际(600027.XSHG),卖,市价单,-3900股,3.44,-13416,-3900股,-,585,18.42,全部成交,2020-04-09 09:30:00
2020-04-09,09:30:00,股票,中国中车(601766.XSHG),卖,市价单,-2000股,6.46,-12920,-2000股,-,-140,17.92,全部成交,2020-04-09 09:30:00
2020-04-09,09:30:00,股票,双汇发展(000895.XSHE),卖,市价单,-300股,40.88,-12264,-300股,-,1218,17.26,全部成交,2020-04-09 09:30:00
2020-04-09,09:30:00,股票,小商品城(600415.XSHG),买,市价单,3900股,3.4,13260,3900股,-,0,5,全部成交,2020-04-09 09:30:00
2020-04-09,09:30:00,股票,蓝色光标(300058.XSHE),买,市价单,2100股,6.44,13524,2100股,-,0,5,全部成交,2020-04-09 09:30:00
2020-04-09,09:30:00,股票,南京银行(601009.XSHG),买,市价单,1700股,7.6,12920,1700股,-,0,5,全部成交,2020-04-09 09:30:00
2020-04-10,09:30:00,股票,天齐锂业(002466.XSHE),卖,市价单,-700股,20.87,-14609,-700股,-,1547,19.61,全部成交,2020-04-10 09:30:00
2020-04-10,09:30:00,股票,宝信软件(600845.XSHG),卖,市价单,-300股,42.1,-12630,-300股,-,792,17.63,全部成交,2020-04-10 09:30:00
2020-04-10,09:30:00,股票,歌尔股份(002241.XSHE),卖,市价单,-700股,18.04,-12628,-700股,-,-322,17.63,全部成交,2020-04-10 09:30:00
2020-04-10,09:30:00,股票,中海油服(601808.XSHG),卖,市价单,-1000股,12.46,-12460,-1000股,-,-370,17.46,全部成交,2020-04-10 09:30:00
2020-04-10,09:30:00,股票,网宿科技(300017.XSHE),买,市价单,1600股,8.3,13280,1600股,-,0,5,全部成交,2020-04-10 09:30:00
2020-04-10,09:30:00,股票,科大讯飞(002230.XSHE),买,市价单,300股,37.1,11130,300股,-,0,5,全部成交,2020-04-10 09:30:00
2020-04-10,09:30:00,股票,指南针(300803.XSHE),买,市价单,200股,54.81,10962,200股,-,0,5,全部成交,2020-04-10 09:30:00
2020-04-13,09:30:00,股票,TCL科技(000100.XSHE),卖,市价单,-3100股,4.33,-13423,-3100股,-,620,18.42,全部成交,2020-04-13 09:30:00
2020-04-13,09:30:00,股票,天孚通信(300394.XSHE),卖,市价单,-300股,45.53,-13659,-300股,-,1929,18.66,全部成交,2020-04-13 09:30:00
2020-04-13,09:30:00,股票,北方稀土(600111.XSHG),卖,市价单,-1400股,9.07,-12698,-1400股,-,98,17.7,全部成交,2020-04-13 09:30:00
2020-04-13,09:30:00,股票,荣盛石化(002493.XSHE),卖,市价单,-1200股,11,-13200,-1200股,-,300,18.2,全部成交,2020-04-13 09:30:00
2020-04-13,09:30:00,股票,金力永磁(300748.XSHE),卖,市价单,-400股,30.28,-12112,-400股,-,172,17.11,全部成交,2020-04-13 09:30:00
2020-04-13,09:30:00,股票,海康威视(002415.XSHE),卖,市价单,-400股,29,-11600,-400股,-,-640,16.6,全部成交,2020-04-13 09:30:00
2020-04-13,09:30:00,股票,浪潮信息(000977.XSHE),卖,市价单,-300股,37.8,-11340,-300股,-,-456,16.34,全部成交,2020-04-13 09:30:00
2020-04-13,09:30:00,股票,蓝色光标(300058.XSHE),卖,市价单,-2100股,6.2,-13020,-2100股,-,-504,18.02,全部成交,2020-04-13 09:30:00
2020-04-13,09:30:00,股票,网宿科技(300017.XSHE),卖,市价单,-1600股,8.03,-12848,-1600股,-,-432,17.85,全部成交,2020-04-13 09:30:00
2020-04-13,09:30:00,股票,科大讯飞(002230.XSHE),卖,市价单,-300股,35.4,-10620,-300股,-,-510,15.62,全部成交,2020-04-13 09:30:00
2020-04-13,09:30:00,股票,指南针(300803.XSHE),卖,市价单,-200股,53,-10600,-200股,-,-362,15.6,全部成交,2020-04-13 09:30:00
2020-04-13,09:30:00,股票,中国人保(601319.XSHG),买,市价单,10400股,6.31,65624,10400股,-,0,16.41,全部成交,2020-04-13 09:30:00
2020-04-13,09:30:00,股票,光大证券(601788.XSHG),买,市价单,5900股,11.15,65785,5900股,-,0,16.45,全部成交,2020-04-13 09:30:00
2020-04-13,09:30:00,股票,天孚通信(300394.XSHE),买,市价单,1400股,45.53,63742,1400股,-,0,15.94,全部成交,2020-04-13 09:30:00
2020-04-13,09:30:00,股票,格力电器(000651.XSHE),买,市价单,1100股,55,60500,1100股,-,0,15.12,全部成交,2020-04-13 09:30:00
2020-04-14,09:30:00,股票,蓝思科技(300433.XSHE),卖,市价单,-800股,15.52,-12416,-800股,-,-720,17.42,全部成交,2020-04-14 09:30:00
2020-04-14,09:30:00,股票,小商品城(600415.XSHG),卖,市价单,-3900股,3.33,-12987,-3900股,-,-273,17.99,全部成交,2020-04-14 09:30:00
2020-04-14,09:30:00,股票,宝丰能源(600989.XSHG),买,市价单,600股,9.12,5472,600股,-,0,5,全部成交,2020-04-14 09:30:00
2020-04-14,09:30:00,股票,恒力石化(600346.XSHG),买,市价单,1000股,13.15,13150,1000股,-,0,5,全部成交,2020-04-14 09:30:00
2020-04-14,09:30:00,股票,卫星石化(002648.XSHE),买,市价单,800股,15.06,12048,800股,-,0,5,全部成交,2020-04-14 09:30:00
2020-04-15,09:30:00,股票,新和成(002001.XSHE),卖,市价单,-400股,28.5,-11400,-400股,-,400,16.4,全部成交,2020-04-15 09:30:00
2020-04-15,09:30:00,股票,鹏鼎控股(002938.XSHE),卖,市价单,-300股,36.9,-11070,-300股,-,531,16.07,全部成交,2020-04-15 09:30:00
2020-04-15,09:30:00,股票,紫光国微(002049.XSHE),卖,市价单,-200股,60.69,-12138,-200股,-,892,17.14,全部成交,2020-04-15 09:30:00
2020-04-15,09:30:00,股票,卫星石化(002648.XSHE),卖,市价单,-800股,14.13,-11304,-800股,-,-744,16.3,全部成交,2020-04-15 09:30:00
2020-04-15,09:30:00,股票,蓝色光标(300058.XSHE),买,市价单,100股,6.13,613,100股,-,0,5,全部成交,2020-04-15 09:30:00
2020-04-15,09:30:00,股票,国轩高科(002074.XSHE),买,市价单,700股,18.7,13090,700股,-,0,5,全部成交,2020-04-15 09:30:00
2020-04-15,09:30:00,股票,拓普集团(601689.XSHG),买,市价单,700股,18.98,13286,700股,-,0,5,全部成交,2020-04-15 09:30:00
2020-04-15,09:30:00,股票,昆仑万维(300418.XSHE),买,市价单,600股,19.85,11910,600股,-,0,5,全部成交,2020-04-15 09:30:00
2020-04-15,09:30:00,股票,中信证券(600030.XSHG),买,市价单,300股,22.9,6870,300股,-,0,5,全部成交,2020-04-15 09:30:00
2020-04-16,09:30:00,股票,宝丰能源(600989.XSHG),卖,市价单,-600股,8.88,-5328,-600股,-,-144,10.33,全部成交,2020-04-16 09:30:00
2020-04-16,09:30:00,股票,蓝色光标(300058.XSHE),卖,市价单,-100股,5.9,-590,-100股,-,-23,5.59,全部成交,2020-04-16 09:30:00
2020-04-16,09:30:00,股票,云铝股份(000807.XSHE),买,市价单,200股,3.99,798,200股,-,0,5,全部成交,2020-04-16 09:30:00
2020-04-16,09:30:00,股票,分众传媒(002027.XSHE),买,市价单,1300股,4.38,5694,1300股,-,0,5,全部成交,2020-04-16 09:30:00
2020-04-17,09:30:00,股票,紫金矿业(601899.XSHG),卖,市价单,-3400股,4.17,-14178,-3400股,-,918,19.18,全部成交,2020-04-17 09:30:00
2020-04-17,09:30:00,股票,中国联通(600050.XSHG),卖,市价单,-2500股,5.31,-13275,-2500股,-,-100,18.27,全部成交,2020-04-17 09:30:00
2020-04-17,09:30:00,股票,徐工机械(000425.XSHE),卖,市价单,-2400股,5.75,-13800,-2400股,-,528,18.8,全部成交,2020-04-17 09:30:00
2020-04-17,09:30:00,股票,中联重科(000157.XSHE),卖,市价单,-2200股,6.39,-14058,-2200股,-,770,19.06,全部成交,2020-04-17 09:30:00
2020-04-17,09:30:00,股票,海航基础(600515.XSHG),买,市价单,100股,4.68,468,100股,-,0,5,全部成交,2020-04-17 09:30:00
2020-04-17,09:30:00,股票,国电电力(600795.XSHG),买,市价单,25500股,2.05,52275,25500股,-,0,13.07,全部成交,2020-04-17 09:30:00
2020-04-17,09:30:00,股票,中国广核(003816.XSHE),买,市价单,900股,2.93,2637,900股,-,0,5,全部成交,2020-04-17 09:30:00
2020-04-20,09:30:00,股票,南京银行(601009.XSHG),卖,市价单,-1700股,7.47,-12699,-1700股,-,-221,17.7,全部成交,2020-04-20 09:30:00
2020-04-20,09:30:00,股票,中国中冶(601618.XSHG),买,市价单,100股,2.62,262,100股,-,0,5,全部成交,2020-04-20 09:30:00
2020-04-20,09:30:00,股票,中国石化(600028.XSHG),买,市价单,2600股,4.52,11752,2600股,-,0,5,全部成交,2020-04-20 09:30:00
2020-04-20,09:30:00,股票,TCL科技(000100.XSHE),买,市价单,200股,4.58,916,200股,-,0,5,全部成交,2020-04-20 09:30:00
2020-04-22,09:30:00,股票,中国人保(601319.XSHG),卖,市价单,-10400股,6.3,-65520,-10400股,-,-104,81.9,全部成交,2020-04-22 09:30:00
2020-04-22,09:30:00,股票,光大证券(601788.XSHG),卖,市价单,-5900股,10.95,-64605,-5900股,-,-1180,80.76,全部成交,2020-04-22 09:30:00
2020-04-22,09:30:00,股票,天孚通信(300394.XSHE),卖,市价单,-1400股,48.01,-67214,-1400股,-,3472,84.02,全部成交,2020-04-22 09:30:00
2020-04-22,09:30:00,股票,格力电器(000651.XSHE),卖,市价单,-1100股,53.07,-58377,-1100股,-,-2123,72.97,全部成交,2020-04-22 09:30:00
2020-04-22,09:30:00,股票,国轩高科(002074.XSHE),卖,市价单,-700股,24.83,-17381,-700股,-,4291,22.38,全部成交,2020-04-22 09:30:00
2020-04-22,09:30:00,股票,云铝股份(000807.XSHE),卖,市价单,-200股,3.9,-780,-200股,-,-18,5.78,全部成交,2020-04-22 09:30:00
2020-04-22,09:30:00,股票,国电电力(600795.XSHG),卖,市价单,-25500股,2,-51000,-25500股,-,-1275,63.75,全部成交,2020-04-22 09:30:00
2020-04-22,09:30:00,股票,TCL科技(000100.XSHE),卖,市价单,-200股,4.36,-872,-200股,-,-44,5.87,全部成交,2020-04-22 09:30:00
2020-04-23,09:30:00,股票,恒力石化(600346.XSHG),卖,市价单,-1000股,13.94,-13940,-1000股,-,790,18.94,全部成交,2020-04-23 09:30:00
2020-04-23,09:30:00,股票,西山煤电(000983.XSHE),买,市价单,13600股,4.9,66640,13600股,-,0,16.66,全部成交,2020-04-23 09:30:00
2020-04-23,09:30:00,股票,北方稀土(600111.XSHG),买,市价单,7300股,9.12,66576,7300股,-,0,16.64,全部成交,2020-04-23 09:30:00
2020-04-23,09:30:00,股票,华鲁恒升(600426.XSHG),买,市价单,4000股,16.36,65440,4000股,-,0,16.36,全部成交,2020-04-23 09:30:00
2020-04-23,09:30:00,股票,南大光电(300346.XSHE),买,市价单,2500股,26.25,65625,2500股,-,0,16.41,全部成交,2020-04-23 09:30:00
2020-04-23,09:30:00,股票,泸州老窖(000568.XSHE),买,市价单,800股,77.42,61936,800股,-,0,15.48,全部成交,2020-04-23 09:30:00
2020-04-24,09:30:00,股票,拓普集团(601689.XSHG),卖,市价单,-700股,21.35,-14945,-700股,-,1659,19.94,全部成交,2020-04-24 09:30:00
2020-04-24,09:30:00,股票,昆仑万维(300418.XSHE),卖,市价单,-600股,19.42,-11652,-600股,-,-258,16.65,全部成交,2020-04-24 09:30:00
2020-04-24,09:30:00,股票,中信证券(600030.XSHG),卖,市价单,-300股,22.87,-6861,-300股,-,-9,11.86,全部成交,2020-04-24 09:30:00
2020-04-24,09:30:00,股票,南大光电(300346.XSHE),卖,市价单,-2500股,24.3,-60750,-2500股,-,-4875,75.94,全部成交,2020-04-24 09:30:00
2020-04-24,09:30:00,股票,光启技术(002625.XSHE),买,市价单,1600股,7.51,12016,1600股,-,0,5,全部成交,2020-04-24 09:30:00
2020-04-24,09:30:00,股票,中海油服(601808.XSHG),买,市价单,5000股,13,65000,5000股,-,0,16.25,全部成交,2020-04-24 09:30:00
2020-04-24,09:30:00,股票,海尔智家(600690.XSHG),买,市价单,1800股,15.2,27360,1800股,-,0,6.84,全部成交,2020-04-24 09:30:00
2020-04-24,09:30:00,股票,招商蛇口(001979.XSHE),买,市价单,100股,17.25,1725,100股,-,0,5,全部成交,2020-04-24 09:30:00
2020-04-27,09:30:00,股票,分众传媒(002027.XSHE),卖,市价单,-1300股,4.31,-5603,-1300股,-,-91,10.6,全部成交,2020-04-27 09:30:00
2020-04-27,09:30:00,股票,中国中冶(601618.XSHG),卖,市价单,-100股,2.55,-255,-100股,-,-7,5.26,全部成交,2020-04-27 09:30:00
2020-04-27,09:30:00,股票,西山煤电(000983.XSHE),卖,市价单,-13600股,4.79,-65144,-13600股,-,-1496,81.43,全部成交,2020-04-27 09:30:00
2020-04-27,09:30:00,股票,北方稀土(600111.XSHG),卖,市价单,-7300股,8.88,-64824,-7300股,-,-1752,81.03,全部成交,2020-04-27 09:30:00
2020-04-27,09:30:00,股票,中海油服(601808.XSHG),卖,市价单,-5000股,11.84,-59200,-5000股,-,-5800,74,全部成交,2020-04-27 09:30:00
2020-04-27,09:30:00,股票,宝丰能源(600989.XSHG),买,市价单,7300股,8.83,64459,7300股,-,0,16.11,全部成交,2020-04-27 09:30:00
2020-04-27,09:30:00,股票,宇通客车(600066.XSHG),买,市价单,4800股,13.32,63936,4800股,-,0,15.98,全部成交,2020-04-27 09:30:00
2020-04-28,09:30:00,股票,海航基础(600515.XSHG),卖,市价单,-100股,4.55,-455,-100股,-,-13,5.46,全部成交,2020-04-28 09:30:00
2020-04-28,09:30:00,股票,中国广核(003816.XSHE),卖,市价单,-900股,2.89,-2601,-900股,-,-36,7.6,全部成交,2020-04-28 09:30:00
2020-04-28,09:30:00,股票,宇通客车(600066.XSHG),卖,市价单,-4800股,12.6,-60480,-4800股,-,-3456,75.6,全部成交,2020-04-28 09:30:00
2020-04-28,09:30:00,股票,农业银行(601288.XSHG),买,市价单,18700股,3.41,63767,18700股,-,0,15.94,全部成交,2020-04-28 09:30:00
2020-04-28,09:30:00,股票,浙商银行(601916.XSHG),买,市价单,15700股,4.03,63271,15700股,-,0,15.82,全部成交,2020-04-28 09:30:00
2020-04-28,09:30:00,股票,招商公路(001965.XSHE),买,市价单,400股,7.05,2820,400股,-,0,5,全部成交,2020-04-28 09:30:00
2020-04-28,09:30:00,股票,南京银行(601009.XSHG),买,市价单,100股,7.49,749,100股,-,0,5,全部成交,2020-04-28 09:30:00
2020-04-29,09:30:00,股票,中国石化(600028.XSHG),卖,市价单,-2600股,4.46,-11596,-2600股,-,-156,16.6,全部成交,2020-04-29 09:30:00
2020-04-29,09:30:00,股票,招商蛇口(001979.XSHE),卖,市价单,-100股,16.7,-1670,-100股,-,-55,6.67,全部成交,2020-04-29 09:30:00
2020-04-29,09:30:00,股票,宝丰能源(600989.XSHG),卖,市价单,-7300股,8.3,-60590,-7300股,-,-3869,75.74,全部成交,2020-04-29 09:30:00
2020-04-29,09:30:00,股票,天齐锂业(002466.XSHE),买,市价单,3800股,16.4,62320,3800股,-,0,15.58,全部成交,2020-04-29 09:30:00
2020-04-29,09:30:00,股票,海航基础(600515.XSHG),买,市价单,2500股,4.33,10825,2500股,-,0,5,全部成交,2020-04-29 09:30:00
2020-04-29,09:30:00,股票,光大银行(601818.XSHG),买,市价单,100股,3.65,365,100股,-,0,5,全部成交,2020-04-29 09:30:00
2020-04-30,09:30:00,股票,华鲁恒升(600426.XSHG),卖,市价单,-4000股,15.9,-63600,-4000股,-,-1840,79.5,全部成交,2020-04-30 09:30:00
2020-04-30,09:30:00,股票,天齐锂业(002466.XSHE),卖,市价单,-3800股,15.5,-58900,-3800股,-,-3420,73.62,全部成交,2020-04-30 09:30:00
2020-04-30,09:30:00,股票,巨化股份(600160.XSHG),买,市价单,10100股,6.22,62822,10100股,-,0,15.71,全部成交,2020-04-30 09:30:00
2020-04-30,09:30:00,股票,科伦药业(002422.XSHE),买,市价单,2900股,19.15,55535,2900股,-,0,13.88,全部成交,2020-04-30 09:30:00
2020-04-30,09:30:00,股票,华电国际(600027.XSHG),买,市价单,1100股,3.7,4070,1100股,-,0,5,全部成交,2020-04-30 09:30:00
2020-05-07,09:30:00,股票,泸州老窖(000568.XSHE),卖,市价单,-800股,79.4,-63520,-800股,-,1584,79.4,全部成交,2020-05-07 09:30:00
2020-05-07,09:30:00,股票,小商品城(600415.XSHG),买,市价单,17900股,3.36,60144,17900股,-,0,15.04,全部成交,2020-05-07 09:30:00
2020-05-07,09:30:00,股票,洛阳钼业(603993.XSHG),买,市价单,900股,3.61,3249,900股,-,0,5,全部成交,2020-05-07 09:30:00
2020-05-08,09:30:00,股票,光启技术(002625.XSHE),卖,市价单,-1600股,7.83,-12528,-1600股,-,512,17.53,全部成交,2020-05-08 09:30:00
2020-05-08,09:30:00,股票,海尔智家(600690.XSHG),卖,市价单,-1800股,15.05,-27090,-1800股,-,-270,33.86,全部成交,2020-05-08 09:30:00
2020-05-08,09:30:00,股票,包钢股份(600010.XSHG),买,市价单,200股,1.13,226,200股,-,0,5,全部成交,2020-05-08 09:30:00
2020-05-08,09:30:00,股票,华能国际(600011.XSHG),买,市价单,8700股,4.31,37497,8700股,-,0,9.37,全部成交,2020-05-08 09:30:00
2020-05-11,09:30:00,股票,中远海能(600026.XSHG),买,市价单,200股,7.52,1504,200股,-,0,5,全部成交,2020-05-11 09:30:00
2020-05-11,09:30:00,股票,中国广核(003816.XSHE),买,市价单,100股,2.9,290,100股,-,0,5,全部成交,2020-05-11 09:30:00
2020-05-12,09:30:00,股票,农业银行(601288.XSHG),卖,市价单,-18700股,3.42,-63954,-18700股,-,187,79.94,全部成交,2020-05-12 09:30:00
2020-05-12,09:30:00,股票,浙商银行(601916.XSHG),卖,市价单,-15700股,4.08,-64056,-15700股,-,785,80.07,全部成交,2020-05-12 09:30:00
2020-05-12,09:30:00,股票,招商公路(001965.XSHE),卖,市价单,-400股,7.08,-2832,-400股,-,12,7.83,全部成交,2020-05-12 09:30:00
2020-05-12,09:30:00,股票,南京银行(601009.XSHG),卖,市价单,-100股,7.69,-769,-100股,-,20,5.77,全部成交,2020-05-12 09:30:00
2020-05-12,09:30:00,股票,中国建筑(601668.XSHG),买,市价单,12200股,5.23,63806,12200股,-,0,15.95,全部成交,2020-05-12 09:30:00
2020-05-12,09:30:00,股票,宝丰能源(600989.XSHG),买,市价单,7100股,8.99,63829,7100股,-,0,15.96,全部成交,2020-05-12 09:30:00
2020-05-12,09:30:00,股票,思源电气(002028.XSHE),买,市价单,100股,20.5,2050,100股,-,0,5,全部成交,2020-05-12 09:30:00
2020-05-13,09:30:00,股票,海航基础(600515.XSHG),卖,市价单,-2500股,4.53,-11325,-2500股,-,500,16.33,全部成交,2020-05-13 09:30:00
2020-05-13,09:30:00,股票,光大银行(601818.XSHG),卖,市价单,-100股,3.69,-369,-100股,-,4,5.37,全部成交,2020-05-13 09:30:00
2020-05-13,09:30:00,股票,华电国际(600027.XSHG),卖,市价单,-1100股,3.61,-3971,-1100股,-,-99,8.97,全部成交,2020-05-13 09:30:00
2020-05-13,09:30:00,股票,小商品城(600415.XSHG),卖,市价单,-17900股,3.28,-58712,-17900股,-,-1432,73.39,全部成交,2020-05-13 09:30:00
2020-05-13,09:30:00,股票,洛阳钼业(603993.XSHG),卖,市价单,-900股,3.52,-3168,-900股,-,-81,8.17,全部成交,2020-05-13 09:30:00
2020-05-14,09:30:00,股票,巨化股份(600160.XSHG),卖,市价单,-10100股,6.69,-67569,-10100股,-,4747,84.46,全部成交,2020-05-14 09:30:00
2020-05-14,09:30:00,股票,科伦药业(002422.XSHE),卖,市价单,-2900股,20.49,-59421,-2900股,-,3886,74.28,全部成交,2020-05-14 09:30:00
2020-05-14,09:30:00,股票,包钢股份(600010.XSHG),卖,市价单,-200股,1.1,-220,-200股,-,-6,5.22,全部成交,2020-05-14 09:30:00
2020-05-14,09:30:00,股票,海航基础(600515.XSHG),买,市价单,13600股,4.69,63784,13600股,-,0,15.95,全部成交,2020-05-14 09:30:00
2020-05-14,09:30:00,股票,特变电工(600089.XSHG),买,市价单,8200股,7.76,63632,8200股,-,0,15.91,全部成交,2020-05-14 09:30:00
2020-05-14,09:30:00,股票,天齐锂业(002466.XSHE),买,市价单,3500股,18.23,63805,3500股,-,0,15.95,全部成交,2020-05-14 09:30:00
2020-05-14,09:30:00,股票,康龙化成(300759.XSHE),买,市价单,200股,65.75,13150,200股,-,0,5,全部成交,2020-05-14 09:30:00
2020-05-15,09:30:00,股票,中远海能(600026.XSHG),卖,市价单,-200股,7.24,-1448,-200股,-,-56,6.45,全部成交,2020-05-15 09:30:00
2020-05-15,09:30:00,股票,中国建筑(601668.XSHG),卖,市价单,-12200股,5.11,-62342,-12200股,-,-1464,77.93,全部成交,2020-05-15 09:30:00
2020-05-18,09:30:00,股票,康龙化成(300759.XSHE),卖,市价单,-200股,63.4,-12680,-200股,-,-470,17.68,全部成交,2020-05-18 09:30:00
2020-05-18,09:30:00,股票,宁波港(601018.XSHG),买,市价单,18100股,3.44,62264,18100股,-,0,15.57,全部成交,2020-05-18 09:30:00
2020-05-18,09:30:00,股票,巨化股份(600160.XSHG),买,市价单,2200股,6.87,15114,2200股,-,0,5,全部成交,2020-05-18 09:30:00
2020-05-19,09:30:00,股票,华能国际(600011.XSHG),卖,市价单,-8700股,4.34,-37758,-8700股,-,261,47.2,全部成交,2020-05-19 09:30:00
2020-05-19,09:30:00,股票,思源电气(002028.XSHE),卖,市价单,-100股,19.75,-1975,-100股,-,-75,6.98,全部成交,2020-05-19 09:30:00
2020-05-19,09:30:00,股票,天齐锂业(002466.XSHE),卖,市价单,-3500股,16.9,-59150,-3500股,-,-4655,73.94,全部成交,2020-05-19 09:30:00
2020-05-19,09:30:00,股票,包钢股份(600010.XSHG),买,市价单,800股,1.12,896,800股,-,0,5,全部成交,2020-05-19 09:30:00
2020-05-19,09:30:00,股票,小商品城(600415.XSHG),买,市价单,18700股,3.37,63019,18700股,-,0,15.75,全部成交,2020-05-19 09:30:00
2020-05-19,09:30:00,股票,云铝股份(000807.XSHE),买,市价单,8300股,4.08,33864,8300股,-,0,8.47,全部成交,2020-05-19 09:30:00
2020-05-19,09:30:00,股票,紫金矿业(601899.XSHG),买,市价单,400股,4.08,1632,400股,-,0,5,全部成交,2020-05-19 09:30:00
2020-05-20,09:30:00,股票,中国广核(003816.XSHE),卖,市价单,-100股,2.87,-287,-100股,-,-3,5.29,全部成交,2020-05-20 09:30:00
2020-05-20,09:30:00,股票,特变电工(600089.XSHG),卖,市价单,-8200股,7.58,-62156,-8200股,-,-1476,77.69,全部成交,2020-05-20 09:30:00
2020-05-20,09:30:00,股票,中国铝业(601600.XSHG),买,市价单,100股,2.83,283,100股,-,0,5,全部成交,2020-05-20 09:30:00
2020-05-20,09:30:00,股票,东方航空(600115.XSHG),买,市价单,14100股,4.18,58938,14100股,-,0,14.73,全部成交,2020-05-20 09:30:00
2020-05-20,09:30:00,股票,西山煤电(000983.XSHE),买,市价单,600股,4.79,2874,600股,-,0,5,全部成交,2020-05-20 09:30:00
2020-05-20,09:30:00,股票,工商银行(601398.XSHG),买,市价单,100股,5.11,511,100股,-,0,5,全部成交,2020-05-20 09:30:00
2020-05-21,09:30:00,股票,宝丰能源(600989.XSHG),卖,市价单,-7100股,8.88,-63048,-7100股,-,-781,78.81,全部成交,2020-05-21 09:30:00
2020-05-21,09:30:00,股票,包钢股份(600010.XSHG),卖,市价单,-800股,1.09,-872,-800股,-,-24,5.87,全部成交,2020-05-21 09:30:00
2020-05-21,09:30:00,股票,机器人(300024.XSHE),买,市价单,4400股,13.5,59400,4400股,-,0,14.85,全部成交,2020-05-21 09:30:00
2020-05-21,09:30:00,股票,正泰电器(601877.XSHG),买,市价单,100股,25.74,2574,100股,-,0,5,全部成交,2020-05-21 09:30:00
2020-05-22,09:30:00,股票,宁波港(601018.XSHG),卖,市价单,-18100股,3.34,-60454,-18100股,-,-1810,75.57,全部成交,2020-05-22 09:30:00
2020-05-22,09:30:00,股票,小商品城(600415.XSHG),卖,市价单,-18700股,3.26,-60962,-18700股,-,-2057,76.2,全部成交,2020-05-22 09:30:00
2020-05-22,09:30:00,股票,机器人(300024.XSHE),卖,市价单,-4400股,13.08,-57552,-4400股,-,-1848,71.94,全部成交,2020-05-22 09:30:00
2020-05-25,09:30:00,股票,海航基础(600515.XSHG),卖,市价单,-13600股,5.22,-70992,-13600股,-,7208,88.74,全部成交,2020-05-25 09:30:00
2020-05-25,09:30:00,股票,巨化股份(600160.XSHG),卖,市价单,-2200股,6.6,-14520,-2200股,-,-594,19.52,全部成交,2020-05-25 09:30:00
2020-05-25,09:30:00,股票,紫金矿业(601899.XSHG),卖,市价单,-400股,3.89,-1556,-400股,-,-76,6.56,全部成交,2020-05-25 09:30:00
2020-05-25,09:30:00,股票,中国铝业(601600.XSHG),卖,市价单,-100股,2.76,-276,-100股,-,-7,5.28,全部成交,2020-05-25 09:30:00
2020-05-25,09:30:00,股票,正泰电器(601877.XSHG),卖,市价单,-100股,24.75,-2475,-100股,-,-99,7.48,全部成交,2020-05-25 09:30:00
2020-05-25,09:30:00,股票,博创科技(300548.XSHE),买,市价单,1300股,46.86,60918,1300股,-,0,15.23,全部成交,2020-05-25 09:30:00
2020-05-26,09:30:00,股票,云铝股份(000807.XSHE),卖,市价单,-8300股,3.95,-32785,-8300股,-,-1079,40.98,全部成交,2020-05-26 09:30:00
2020-05-26,09:30:00,股票,东方航空(600115.XSHG),卖,市价单,-14100股,4.09,-57669,-14100股,-,-1269,72.09,全部成交,2020-05-26 09:30:00
2020-05-26,09:30:00,股票,博创科技(300548.XSHE),卖,市价单,-1300股,44.73,-58149,-1300股,-,-2769,72.69,全部成交,2020-05-26 09:30:00
2020-05-26,09:30:00,股票,博创科技(300548.XSHE),买,市价单,1300股,44.73,58149,1300股,-,0,14.54,全部成交,2020-05-26 09:30:00
2020-05-26,09:30:00,股票,华友钴业(603799.XSHG),买,市价单,1900股,31.95,60705,1900股,-,0,15.18,全部成交,2020-05-26 09:30:00
2020-05-26,09:30:00,股票,光大银行(601818.XSHG),买,市价单,16500股,3.7,61050,16500股,-,0,15.26,全部成交,2020-05-26 09:30:00
2020-05-26,09:30:00,股票,华电国际(600027.XSHG),买,市价单,16200股,3.78,61236,16200股,-,0,15.31,全部成交,2020-05-26 09:30:00
2020-05-27,09:30:00,股票,分众传媒(002027.XSHE),买,市价单,12200股,5.05,61610,12200股,-,0,15.4,全部成交,2020-05-27 09:30:00
2020-05-27,09:30:00,股票,当升科技(300073.XSHE),买,市价单,2000股,25.8,51600,2000股,-,0,12.9,全部成交,2020-05-27 09:30:00
2020-05-28,09:30:00,股票,博创科技(300548.XSHE),卖,市价单,-1300股,43.2,-56160,-1300股,-,-1989,70.2,全部成交,2020-05-28 09:30:00
2020-05-28,09:30:00,股票,深南电路(002916.XSHE),买,市价单,300股,151.21,45363,300股,-,0,11.34,全部成交,2020-05-28 09:30:00
2020-05-28,09:30:00,股票,包钢股份(600010.XSHG),买,市价单,12100股,1.1,13310,12100股,-,0,5,全部成交,2020-05-28 09:30:00
