日期,品种,标的,多空,数量,可用数量,收盘价/结算价,市值/价值,盈亏/逐笔浮盈,开仓均价,持仓均价（期货）,保证金,当日盈亏,今手数,盈亏占比,仓位占比
2020-03-26,股票,招商轮船(601872.XSHG),多,11300股,11300股,5.55,62715,13141.9,4.387,-,0,1243,0股,26.51%,267827.61,23.42%
2020-03-26,股票,中煤能源(601898.XSHG),多,8700股,8700股,4.04,35148,-14067.9,5.657,-,0,-348,0股,-28.58%,267827.61,13.12%
2020-03-26,股票,交通银行(601328.XSHG),多,8000股,8000股,5.12,40960,-4835.2,5.724,-,0,0,0股,-10.56%,267827.61,15.29%
2020-03-26,股票,中信银行(601998.XSHG),多,7500股,7500股,5.28,39600,-4492.5,5.879,-,0,150,0股,-10.19%,267827.61,14.79%
2020-03-26,股票,中兴通讯(000063.XSHE),多,100股,100股,43.1,4310,3095,12.15,-,0,-175,0股,254.73%,267827.61,1.61%
2020-03-26,,Cash,,,,,11366.61,,,,,,,,0
2020-03-27,股票,普丽盛(300442.XSHE),多,2300股,2300股,17.99,41377,-8284.6,21.592,-,0,-207,0股,-16.68%,268948.61,15.38%
2020-03-27,股票,上汽集团(600104.XSHG),多,1600股,1600股,20.53,32848,-13040,28.68,-,0,704,0股,-28.42%,268948.61,12.21%
2020-03-27,股票,招商轮船(601872.XSHG),多,11300股,11300股,5.56,62828,13254.9,4.387,-,0,113,0股,26.74%,268948.61,23.36%
2020-03-27,股票,中煤能源(601898.XSHG),多,8700股,8700股,4.05,35235,-13980.9,5.657,-,0,87,0股,-28.41%,268948.61,13.1%
2020-03-27,股票,交通银行(601328.XSHG),多,8000股,8000股,5.16,41280,-4515.2,5.724,-,0,320,0股,-9.86%,268948.61,15.35%
2020-03-27,股票,中信银行(601998.XSHG),多,7500股,7500股,5.29,39675,-4417.5,5.879,-,0,75,0股,-10.02%,268948.61,14.75%
2020-03-27,股票,中兴通讯(000063.XSHE),多,100股,100股,43.39,4339,3124,12.15,-,0,29,0股,257.12%,268948.61,1.61%
2020-03-27,,Cash,,,,,11366.61,,,,,,,,0
2020-03-30,股票,普丽盛(300442.XSHE),多,2300股,2300股,17.02,39146,-10515.6,21.592,-,0,-2231,0股,-21.17%,270165.61,14.49%
2020-03-30,股票,上汽集团(600104.XSHG),多,1600股,1600股,21.08,33728,-12160,28.68,-,0,880,0股,-26.5%,270165.61,12.48%
2020-03-30,股票,招商轮船(601872.XSHG),多,11300股,11300股,5.81,65653,16079.9,4.387,-,0,2825,0股,32.44%,270165.61,24.3%
2020-03-30,股票,中煤能源(601898.XSHG),多,8700股,8700股,3.99,34713,-14502.9,5.657,-,0,-522,0股,-29.47%,270165.61,12.85%
2020-03-30,股票,交通银行(601328.XSHG),多,8000股,8000股,5.22,41760,-4035.2,5.724,-,0,480,0股,-8.81%,270165.61,15.46%
2020-03-30,股票,中信银行(601998.XSHG),多,7500股,7500股,5.27,39525,-4567.5,5.879,-,0,-150,0股,-10.36%,270165.61,14.63%
2020-03-30,股票,中兴通讯(000063.XSHE),多,100股,100股,42.74,4274,3059,12.15,-,0,-65,0股,251.77%,270165.61,1.58%
2020-03-30,,Cash,,,,,11366.61,,,,,,,,0
2020-03-31,股票,普丽盛(300442.XSHE),多,2300股,2300股,16.35,37605,-12056.6,21.592,-,0,-1541,0股,-24.28%,273101.61,13.77%
2020-03-31,股票,上汽集团(600104.XSHG),多,1600股,1600股,20.5,32800,-13088,28.68,-,0,-928,0股,-28.52%,273101.61,12.01%
2020-03-31,股票,招商轮船(601872.XSHG),多,11300股,11300股,6.39,72207,22633.9,4.387,-,0,6554,0股,45.66%,273101.61,26.44%
2020-03-31,股票,中煤能源(601898.XSHG),多,8700股,8700股,3.99,34713,-14502.9,5.657,-,0,0,0股,-29.47%,273101.61,12.71%
2020-03-31,股票,交通银行(601328.XSHG),多,8000股,8000股,5.16,41280,-4515.2,5.724,-,0,-480,0股,-9.86%,273101.61,15.12%
2020-03-31,股票,中信银行(601998.XSHG),多,7500股,7500股,5.18,38850,-5242.5,5.879,-,0,-675,0股,-11.89%,273101.61,14.23%
2020-03-31,股票,中兴通讯(000063.XSHE),多,100股,100股,42.8,4280,3065,12.15,-,0,6,0股,252.26%,273101.61,1.57%
2020-03-31,,Cash,,,,,11366.61,,,,,,,,0
2020-04-01,股票,普丽盛(300442.XSHE),多,2300股,2300股,16.26,37398,-12263.6,21.592,-,0,-207,0股,-24.69%,269811.61,13.86%
2020-04-01,股票,上汽集团(600104.XSHG),多,1600股,1600股,19.72,31552,-14336,28.68,-,0,-1248,0股,-31.24%,269811.61,11.69%
2020-04-01,股票,招商轮船(601872.XSHG),多,11300股,11300股,6.29,71077,21503.9,4.387,-,0,-1130,0股,43.38%,269811.61,26.34%
2020-04-01,股票,中煤能源(601898.XSHG),多,8700股,8700股,3.95,34365,-14850.9,5.657,-,0,-348,0股,-30.18%,269811.61,12.74%
2020-04-01,股票,交通银行(601328.XSHG),多,8000股,8000股,5.16,41280,-4515.2,5.724,-,0,0,0股,-9.86%,269811.61,15.3%
2020-04-01,股票,中信银行(601998.XSHG),多,7500股,7500股,5.15,38625,-5467.5,5.879,-,0,-225,0股,-12.4%,269811.61,14.32%
2020-04-01,股票,中兴通讯(000063.XSHE),多,100股,100股,41.48,4148,2933,12.15,-,0,-132,0股,241.4%,269811.61,1.54%
2020-04-01,,Cash,,,,,11366.61,,,,,,,,0
2020-04-02,股票,普丽盛(300442.XSHE),多,2300股,2300股,16.55,38065,-11596.6,21.592,-,0,667,0股,-23.35%,272584.61,13.96%
2020-04-02,股票,上汽集团(600104.XSHG),多,1600股,1600股,19.45,31120,-14768,28.68,-,0,-432,0股,-32.18%,272584.61,11.42%
2020-04-02,股票,招商轮船(601872.XSHG),多,11300股,11300股,6.41,72433,22859.9,4.387,-,0,1356,0股,46.11%,272584.61,26.57%
2020-04-02,股票,中煤能源(601898.XSHG),多,8700股,8700股,4,34800,-14415.9,5.657,-,0,435,0股,-29.29%,272584.61,12.77%
2020-04-02,股票,交通银行(601328.XSHG),多,8000股,8000股,5.21,41680,-4115.2,5.724,-,0,400,0股,-8.99%,272584.61,15.29%
2020-04-02,股票,中信银行(601998.XSHG),多,7500股,7500股,5.18,38850,-5242.5,5.879,-,0,225,0股,-11.89%,272584.61,14.25%
2020-04-02,股票,中兴通讯(000063.XSHE),多,100股,100股,42.7,4270,3055,12.15,-,0,122,0股,251.44%,272584.61,1.57%
2020-04-02,,Cash,,,,,11366.61,,,,,,,,0
2020-04-03,股票,普丽盛(300442.XSHE),多,2300股,2300股,16.32,37536,-12125.6,21.592,-,0,-529,0股,-24.42%,270108.61,13.9%
2020-04-03,股票,上汽集团(600104.XSHG),多,1600股,1600股,19.33,30928,-14960,28.68,-,0,-192,0股,-32.6%,270108.61,11.45%
2020-04-03,股票,招商轮船(601872.XSHG),多,11300股,11300股,6.37,71981,22407.9,4.387,-,0,-452,0股,45.2%,270108.61,26.65%
2020-04-03,股票,中煤能源(601898.XSHG),多,8700股,8700股,3.95,34365,-14850.9,5.657,-,0,-435,0股,-30.18%,270108.61,12.72%
2020-04-03,股票,交通银行(601328.XSHG),多,8000股,8000股,5.17,41360,-4435.2,5.724,-,0,-320,0股,-9.68%,270108.61,15.31%
2020-04-03,股票,中信银行(601998.XSHG),多,7500股,7500股,5.13,38475,-5617.5,5.879,-,0,-375,0股,-12.74%,270108.61,14.24%
2020-04-03,股票,中兴通讯(000063.XSHE),多,100股,100股,40.97,4097,2882,12.15,-,0,-173,0股,237.2%,270108.61,1.52%
2020-04-03,,Cash,,,,,11366.61,,,,,,,,0
2020-04-07,股票,普丽盛(300442.XSHE),多,2300股,2300股,16.77,38571,-11090.6,21.592,-,0,1035,0股,-22.33%,278366.61,13.86%
2020-04-07,股票,上汽集团(600104.XSHG),多,1600股,1600股,19.42,31072,-14816,28.68,-,0,144,0股,-32.29%,278366.61,11.16%
2020-04-07,股票,招商轮船(601872.XSHG),多,11300股,11300股,6.89,77857,28283.9,4.387,-,0,5876,0股,57.05%,278366.61,27.97%
2020-04-07,股票,中煤能源(601898.XSHG),多,8700股,8700股,4,34800,-14415.9,5.657,-,0,435,0股,-29.29%,278366.61,12.5%
2020-04-07,股票,交通银行(601328.XSHG),多,8000股,8000股,5.21,41680,-4115.2,5.724,-,0,320,0股,-8.99%,278366.61,14.97%
2020-04-07,股票,中信银行(601998.XSHG),多,7500股,7500股,5.18,38850,-5242.5,5.879,-,0,375,0股,-11.89%,278366.61,13.96%
2020-04-07,股票,中兴通讯(000063.XSHE),多,100股,100股,41.7,4170,2955,12.15,-,0,73,0股,243.21%,278366.61,1.5%
2020-04-07,,Cash,,,,,11366.61,,,,,,,,0
2020-04-08,股票,普丽盛(300442.XSHE),多,2300股,2300股,16.97,39031,-10630.6,21.592,-,0,460,0股,-21.41%,280624.61,13.91%
2020-04-08,股票,上汽集团(600104.XSHG),多,1600股,1600股,19.29,30864,-15024,28.68,-,0,-208,0股,-32.74%,280624.61,11%
2020-04-08,股票,招商轮船(601872.XSHG),多,11300股,11300股,7.1,80230,30656.9,4.387,-,0,2373,0股,61.84%,280624.61,28.59%
2020-04-08,股票,中煤能源(601898.XSHG),多,8700股,8700股,4,34800,-14415.9,5.657,-,0,0,0股,-29.29%,280624.61,12.4%
2020-04-08,股票,交通银行(601328.XSHG),多,8000股,8000股,5.19,41520,-4275.2,5.724,-,0,-160,0股,-9.34%,280624.61,14.8%
2020-04-08,股票,中信银行(601998.XSHG),多,7500股,7500股,5.16,38700,-5392.5,5.879,-,0,-150,0股,-12.23%,280624.61,13.79%
2020-04-08,股票,中兴通讯(000063.XSHE),多,100股,100股,41.13,4113,2898,12.15,-,0,-57,0股,238.52%,280624.61,1.47%
2020-04-08,,Cash,,,,,11366.61,,,,,,,,0
2020-04-09,股票,普丽盛(300442.XSHE),多,2300股,2300股,17.06,39238,-10423.6,21.592,-,0,207,0股,-20.99%,277907.61,14.12%
2020-04-09,股票,上汽集团(600104.XSHG),多,1600股,1600股,19.47,31152,-14736,28.68,-,0,288,0股,-32.11%,277907.61,11.21%
2020-04-09,股票,招商轮船(601872.XSHG),多,11300股,11300股,6.83,77179,27605.9,4.387,-,0,-3051,0股,55.69%,277907.61,27.77%
2020-04-09,股票,中煤能源(601898.XSHG),多,8700股,8700股,4,34800,-14415.9,5.657,-,0,0,0股,-29.29%,277907.61,12.52%
2020-04-09,股票,交通银行(601328.XSHG),多,8000股,8000股,5.17,41360,-4435.2,5.724,-,0,-160,0股,-9.68%,277907.61,14.88%
2020-04-09,股票,中信银行(601998.XSHG),多,7500股,7500股,5.16,38700,-5392.5,5.879,-,0,0,0股,-12.23%,277907.61,13.93%
2020-04-09,股票,中兴通讯(000063.XSHE),多,100股,100股,41.12,4112,2897,12.15,-,0,-1,0股,238.44%,277907.61,1.48%
2020-04-09,,Cash,,,,,11366.61,,,,,,,,0
2020-04-10,股票,普丽盛(300442.XSHE),多,2300股,2300股,16.6,38180,-11481.6,21.592,-,0,-1058,0股,-23.12%,274464.61,13.91%
2020-04-10,股票,上汽集团(600104.XSHG),多,1600股,1600股,18.92,30272,-15616,28.68,-,0,-880,0股,-34.03%,274464.61,11.03%
2020-04-10,股票,招商轮船(601872.XSHG),多,11300股,11300股,6.75,76275,26701.9,4.387,-,0,-904,0股,53.86%,274464.61,27.79%
2020-04-10,股票,中煤能源(601898.XSHG),多,8700股,8700股,3.96,34452,-14763.9,5.657,-,0,-348,0股,-30%,274464.61,12.55%
2020-04-10,股票,交通银行(601328.XSHG),多,8000股,8000股,5.18,41440,-4355.2,5.724,-,0,80,0股,-9.51%,274464.61,15.1%
2020-04-10,股票,中信银行(601998.XSHG),多,7500股,7500股,5.14,38550,-5542.5,5.879,-,0,-150,0股,-12.57%,274464.61,14.05%
2020-04-10,股票,中兴通讯(000063.XSHE),多,100股,100股,39.29,3929,2714,12.15,-,0,-183,0股,223.37%,274464.61,1.43%
2020-04-10,,Cash,,,,,11366.61,,,,,,,,0
2020-04-13,股票,普丽盛(300442.XSHE),多,2300股,2300股,15.95,36685,-12976.6,21.592,-,0,-1495,0股,-26.13%,270671.61,13.55%
2020-04-13,股票,上汽集团(600104.XSHG),多,1600股,1600股,18.68,29888,-16000,28.68,-,0,-384,0股,-34.87%,270671.61,11.04%
2020-04-13,股票,招商轮船(601872.XSHG),多,11300股,11300股,6.63,74919,25345.9,4.387,-,0,-1356,0股,51.13%,270671.61,27.68%
2020-04-13,股票,中煤能源(601898.XSHG),多,8700股,8700股,3.94,34278,-14937.9,5.657,-,0,-174,0股,-30.35%,270671.61,12.66%
2020-04-13,股票,交通银行(601328.XSHG),多,8000股,8000股,5.17,41360,-4435.2,5.724,-,0,-80,0股,-9.68%,270671.61,15.28%
2020-04-13,股票,中信银行(601998.XSHG),多,7500股,7500股,5.11,38325,-5767.5,5.879,-,0,-225,0股,-13.08%,270671.61,14.16%
2020-04-13,股票,中兴通讯(000063.XSHE),多,100股,100股,38.5,3850,2635,12.15,-,0,-79,0股,216.87%,270671.61,1.42%
2020-04-13,,Cash,,,,,11366.61,,,,,,,,0
2020-04-14,股票,普丽盛(300442.XSHE),多,2300股,2300股,16.03,36869,-12792.6,21.592,-,0,184,0股,-25.76%,272462.61,13.53%
2020-04-14,股票,上汽集团(600104.XSHG),多,1600股,1600股,18.95,30320,-15568,28.68,-,0,432,0股,-33.93%,272462.61,11.13%
2020-04-14,股票,招商轮船(601872.XSHG),多,11300股,11300股,6.66,75258,25684.9,4.387,-,0,339,0股,51.81%,272462.61,27.62%
2020-04-14,股票,中煤能源(601898.XSHG),多,8700股,8700股,3.98,34626,-14589.9,5.657,-,0,348,0股,-29.64%,272462.61,12.71%
2020-04-14,股票,交通银行(601328.XSHG),多,8000股,8000股,5.19,41520,-4275.2,5.724,-,0,160,0股,-9.34%,272462.61,15.24%
2020-04-14,股票,中信银行(601998.XSHG),多,7500股,7500股,5.14,38550,-5542.5,5.879,-,0,225,0股,-12.57%,272462.61,14.15%
2020-04-14,股票,中兴通讯(000063.XSHE),多,100股,100股,39.53,3953,2738,12.15,-,0,103,0股,225.35%,272462.61,1.45%
2020-04-14,,Cash,,,,,11366.61,,,,,,,,0
2020-04-15,股票,普丽盛(300442.XSHE),多,2300股,2300股,15.46,35558,-14103.6,21.592,-,0,-1311,0股,-28.4%,269617.61,13.19%
2020-04-15,股票,上汽集团(600104.XSHG),多,1600股,1600股,18.59,29744,-16144,28.68,-,0,-576,0股,-35.18%,269617.61,11.03%
2020-04-15,股票,招商轮船(601872.XSHG),多,11300股,11300股,6.64,75032,25458.9,4.387,-,0,-226,0股,51.36%,269617.61,27.83%
2020-04-15,股票,中煤能源(601898.XSHG),多,8700股,8700股,3.94,34278,-14937.9,5.657,-,0,-348,0股,-30.35%,269617.61,12.71%
2020-04-15,股票,交通银行(601328.XSHG),多,8000股,8000股,5.18,41440,-4355.2,5.724,-,0,-80,0股,-9.51%,269617.61,15.37%
2020-04-15,股票,中信银行(601998.XSHG),多,7500股,7500股,5.1,38250,-5842.5,5.879,-,0,-300,0股,-13.25%,269617.61,14.19%
2020-04-15,股票,中兴通讯(000063.XSHE),多,100股,100股,39.49,3949,2734,12.15,-,0,-4,0股,225.02%,269617.61,1.46%
2020-04-15,,Cash,,,,,11366.61,,,,,,,,0
2020-04-16,股票,普丽盛(300442.XSHE),多,2300股,2300股,15.68,36064,-13597.6,21.592,-,0,506,0股,-27.38%,270334.61,13.34%
2020-04-16,股票,上汽集团(600104.XSHG),多,1600股,1600股,18.97,30352,-15536,28.68,-,0,608,0股,-33.86%,270334.61,11.23%
2020-04-16,股票,招商轮船(601872.XSHG),多,11300股,11300股,6.58,74354,24780.9,4.387,-,0,-678,0股,49.99%,270334.61,27.5%
2020-04-16,股票,中煤能源(601898.XSHG),多,8700股,8700股,3.94,34278,-14937.9,5.657,-,0,0,0股,-30.35%,270334.61,12.68%
2020-04-16,股票,交通银行(601328.XSHG),多,8000股,8000股,5.2,41600,-4195.2,5.724,-,0,160,0股,-9.16%,270334.61,15.39%
2020-04-16,股票,中信银行(601998.XSHG),多,7500股,7500股,5.12,38400,-5692.5,5.879,-,0,150,0股,-12.91%,270334.61,14.2%
2020-04-16,股票,中兴通讯(000063.XSHE),多,100股,100股,39.2,3920,2705,12.15,-,0,-29,0股,222.63%,270334.61,1.45%
2020-04-16,,Cash,,,,,11366.61,,,,,,,,0
2020-04-17,股票,普丽盛(300442.XSHE),多,2300股,2300股,15.57,35811,-13850.6,21.592,-,0,-253,0股,-27.89%,268483.61,13.34%
2020-04-17,股票,上汽集团(600104.XSHG),多,1600股,1600股,19,30400,-15488,28.68,-,0,48,0股,-33.75%,268483.61,11.32%
2020-04-17,股票,招商轮船(601872.XSHG),多,11300股,11300股,6.42,72546,22972.9,4.387,-,0,-1808,0股,46.34%,268483.61,27.02%
2020-04-17,股票,中煤能源(601898.XSHG),多,8700股,8700股,3.95,34365,-14850.9,5.657,-,0,87,0股,-30.18%,268483.61,12.8%
2020-04-17,股票,交通银行(601328.XSHG),多,8000股,8000股,5.19,41520,-4275.2,5.724,-,0,-80,0股,-9.34%,268483.61,15.46%
2020-04-17,股票,中信银行(601998.XSHG),多,7500股,7500股,5.13,38475,-5617.5,5.879,-,0,75,0股,-12.74%,268483.61,14.33%
2020-04-17,股票,中兴通讯(000063.XSHE),多,100股,100股,40,4000,2785,12.15,-,0,80,0股,229.22%,268483.61,1.49%
2020-04-17,,Cash,,,,,11366.61,,,,,,,,0
2020-04-20,股票,普丽盛(300442.XSHE),多,2300股,2300股,15.55,35765,-13896.6,21.592,-,0,-46,0股,-27.98%,273176.61,13.09%
2020-04-20,股票,上汽集团(600104.XSHG),多,1600股,1600股,18.8,30080,-15808,28.68,-,0,-320,0股,-34.45%,273176.61,11.01%
2020-04-20,股票,招商轮船(601872.XSHG),多,11300股,11300股,6.89,77857,28283.9,4.387,-,0,5311,0股,57.05%,273176.61,28.5%
2020-04-20,股票,中煤能源(601898.XSHG),多,8700股,8700股,3.94,34278,-14937.9,5.657,-,0,-87,0股,-30.35%,273176.61,12.55%
2020-04-20,股票,交通银行(601328.XSHG),多,8000股,8000股,5.17,41360,-4435.2,5.724,-,0,-160,0股,-9.68%,273176.61,15.14%
2020-04-20,股票,中信银行(601998.XSHG),多,7500股,7500股,5.12,38400,-5692.5,5.879,-,0,-75,0股,-12.91%,273176.61,14.06%
2020-04-20,股票,中兴通讯(000063.XSHE),多,100股,100股,40.7,4070,2855,12.15,-,0,70,0股,234.98%,273176.61,1.49%
2020-04-20,,Cash,,,,,11366.61,,,,,,,,0
2020-04-21,股票,普丽盛(300442.XSHE),多,2300股,2300股,15.35,35305,-14356.6,21.592,-,0,-460,0股,-28.91%,273724.61,12.9%
2020-04-21,股票,上汽集团(600104.XSHG),多,1600股,1600股,18.61,29776,-16112,28.68,-,0,-304,0股,-35.11%,273724.61,10.88%
2020-04-21,股票,招商轮船(601872.XSHG),多,11300股,11300股,7.11,80343,30769.9,4.387,-,0,2486,0股,62.07%,273724.61,29.35%
2020-04-21,股票,中煤能源(601898.XSHG),多,8700股,8700股,3.88,33756,-15459.9,5.657,-,0,-522,0股,-31.41%,273724.61,12.33%
2020-04-21,股票,交通银行(601328.XSHG),多,8000股,8000股,5.13,41040,-4755.2,5.724,-,0,-320,0股,-10.38%,273724.61,14.99%
2020-04-21,股票,中信银行(601998.XSHG),多,7500股,7500股,5.08,38100,-5992.5,5.879,-,0,-300,0股,-13.59%,273724.61,13.92%
2020-04-21,股票,中兴通讯(000063.XSHE),多,100股,100股,40.38,4038,2823,12.15,-,0,-32,0股,232.35%,273724.61,1.48%
2020-04-21,,Cash,,,,,11366.61,,,,,,,,0
2020-04-22,股票,普丽盛(300442.XSHE),多,2300股,2300股,15.69,36087,-13574.6,21.592,-,0,782,0股,-27.33%,273319.61,13.2%
2020-04-22,股票,上汽集团(600104.XSHG),多,1600股,1600股,18.55,29680,-16208,28.68,-,0,-96,0股,-35.32%,273319.61,10.86%
2020-04-22,股票,招商轮船(601872.XSHG),多,11300股,11300股,7.01,79213,29639.9,4.387,-,0,-1130,0股,59.79%,273319.61,28.98%
2020-04-22,股票,中煤能源(601898.XSHG),多,8700股,8700股,3.89,33843,-15372.9,5.657,-,0,87,0股,-31.24%,273319.61,12.38%
2020-04-22,股票,交通银行(601328.XSHG),多,8000股,8000股,5.14,41120,-4675.2,5.724,-,0,80,0股,-10.21%,273319.61,15.04%
2020-04-22,股票,中信银行(601998.XSHG),多,7500股,7500股,5.06,37950,-6142.5,5.879,-,0,-150,0股,-13.93%,273319.61,13.88%
2020-04-22,股票,中兴通讯(000063.XSHE),多,100股,100股,40.6,4060,2845,12.15,-,0,22,0股,234.16%,273319.61,1.49%
2020-04-22,,Cash,,,,,11366.61,,,,,,,,0
2020-04-23,股票,普丽盛(300442.XSHE),多,2300股,2300股,15.56,35788,-13873.6,21.592,-,0,-299,0股,-27.94%,279226.61,12.82%
2020-04-23,股票,上汽集团(600104.XSHG),多,1600股,1600股,18.37,29392,-16496,28.68,-,0,-288,0股,-35.95%,279226.61,10.53%
2020-04-23,股票,招商轮船(601872.XSHG),多,11300股,11300股,7.62,86106,36532.9,4.387,-,0,6893,0股,73.7%,279226.61,30.84%
2020-04-23,股票,中煤能源(601898.XSHG),多,8700股,8700股,3.86,33582,-15633.9,5.657,-,0,-261,0股,-31.77%,279226.61,12.03%
2020-04-23,股票,交通银行(601328.XSHG),多,8000股,8000股,5.14,41120,-4675.2,5.724,-,0,0,0股,-10.21%,279226.61,14.73%
2020-04-23,股票,中信银行(601998.XSHG),多,7500股,7500股,5.05,37875,-6217.5,5.879,-,0,-75,0股,-14.1%,279226.61,13.56%
2020-04-23,股票,中兴通讯(000063.XSHE),多,100股,100股,39.97,3997,2782,12.15,-,0,-63,0股,228.97%,279226.61,1.43%
2020-04-23,,Cash,,,,,11366.61,,,,,,,,0
2020-04-24,股票,普丽盛(300442.XSHE),多,2300股,2300股,15.59,35857,-13804.6,21.592,-,0,69,0股,-27.8%,274324.61,13.07%
2020-04-24,股票,上汽集团(600104.XSHG),多,1600股,1600股,18.26,29216,-16672,28.68,-,0,-176,0股,-36.33%,274324.61,10.65%
2020-04-24,股票,招商轮船(601872.XSHG),多,11300股,11300股,7.2,81360,31786.9,4.387,-,0,-4746,0股,64.12%,274324.61,29.66%
2020-04-24,股票,中煤能源(601898.XSHG),多,8700股,8700股,3.85,33495,-15720.9,5.657,-,0,-87,0股,-31.94%,274324.61,12.21%
2020-04-24,股票,交通银行(601328.XSHG),多,8000股,8000股,5.14,41120,-4675.2,5.724,-,0,0,0股,-10.21%,274324.61,14.99%
2020-04-24,股票,中信银行(601998.XSHG),多,7500股,7500股,5.07,38025,-6067.5,5.879,-,0,150,0股,-13.76%,274324.61,13.86%
2020-04-24,股票,中兴通讯(000063.XSHE),多,100股,100股,38.85,3885,2670,12.15,-,0,-112,0股,219.75%,274324.61,1.42%
2020-04-24,,Cash,,,,,11366.61,,,,,,,,0
2020-04-27,股票,普丽盛(300442.XSHE),多,2300股,2300股,15.48,35604,-14057.6,21.592,-,0,-253,0股,-28.31%,274346.61,12.98%
2020-04-27,股票,上汽集团(600104.XSHG),多,1600股,1600股,17.99,28784,-17104,28.68,-,0,-432,0股,-37.27%,274346.61,10.49%
2020-04-27,股票,招商轮船(601872.XSHG),多,11300股,11300股,7.23,81699,32125.9,4.387,-,0,339,0股,64.81%,274346.61,29.78%
2020-04-27,股票,中煤能源(601898.XSHG),多,8700股,8700股,3.84,33408,-15807.9,5.657,-,0,-87,0股,-32.12%,274346.61,12.18%
2020-04-27,股票,交通银行(601328.XSHG),多,8000股,8000股,5.15,41200,-4595.2,5.724,-,0,80,0股,-10.03%,274346.61,15.02%
2020-04-27,股票,中信银行(601998.XSHG),多,7500股,7500股,5.12,38400,-5692.5,5.879,-,0,375,0股,-12.91%,274346.61,14%
2020-04-27,股票,中兴通讯(000063.XSHE),多,100股,100股,38.85,3885,2670,12.15,-,0,0,0股,219.75%,274346.61,1.42%
2020-04-27,,Cash,,,,,11366.61,,,,,,,,0
2020-04-28,股票,普丽盛(300442.XSHE),多,2300股,2300股,15.05,34615,-15046.6,21.592,-,0,-989,0股,-30.3%,273237.61,12.67%
2020-04-28,股票,上汽集团(600104.XSHG),多,1600股,1600股,17.86,28576,-17312,28.68,-,0,-208,0股,-37.73%,273237.61,10.46%
2020-04-28,股票,招商轮船(601872.XSHG),多,11300股,11300股,7.29,82377,32803.9,4.387,-,0,678,0股,66.17%,273237.61,30.15%
2020-04-28,股票,中煤能源(601898.XSHG),多,8700股,8700股,3.76,32712,-16503.9,5.657,-,0,-696,0股,-33.53%,273237.61,11.97%
2020-04-28,股票,交通银行(601328.XSHG),多,8000股,8000股,5.15,41200,-4595.2,5.724,-,0,0,0股,-10.03%,273237.61,15.08%
2020-04-28,股票,中信银行(601998.XSHG),多,7500股,7500股,5.13,38475,-5617.5,5.879,-,0,75,0股,-12.74%,273237.61,14.08%
2020-04-28,股票,中兴通讯(000063.XSHE),多,100股,100股,39.16,3916,2701,12.15,-,0,31,0股,222.3%,273237.61,1.43%
2020-04-28,,Cash,,,,,11366.61,,,,,,,,0
2020-04-29,股票,普丽盛(300442.XSHE),多,2300股,2300股,14.69,33787,-15874.6,21.592,-,0,-828,0股,-31.97%,271202.61,12.46%
2020-04-29,股票,上汽集团(600104.XSHG),多,1600股,1600股,18.09,28944,-16944,28.68,-,0,368,0股,-36.92%,271202.61,10.67%
2020-04-29,股票,招商轮船(601872.XSHG),多,11300股,11300股,7.08,80004,30430.9,4.387,-,0,-2373,0股,61.39%,271202.61,29.5%
2020-04-29,股票,中煤能源(601898.XSHG),多,8700股,8700股,3.76,32712,-16503.9,5.657,-,0,0,0股,-33.53%,271202.61,12.06%
2020-04-29,股票,交通银行(601328.XSHG),多,8000股,8000股,5.18,41440,-4355.2,5.724,-,0,240,0股,-9.51%,271202.61,15.28%
2020-04-29,股票,中信银行(601998.XSHG),多,7500股,7500股,5.21,39075,-5017.5,5.879,-,0,600,0股,-11.38%,271202.61,14.41%
2020-04-29,股票,中兴通讯(000063.XSHE),多,100股,100股,38.74,3874,2659,12.15,-,0,-42,0股,218.85%,271202.61,1.43%
2020-04-29,,Cash,,,,,11366.61,,,,,,,,0
2020-04-30,股票,普丽盛(300442.XSHE),多,2300股,2300股,14.95,34385,-15276.6,21.592,-,0,598,0股,-30.76%,270388.61,12.72%
2020-04-30,股票,上汽集团(600104.XSHG),多,1600股,1600股,18.9,30240,-15648,28.68,-,0,1296,0股,-34.1%,270388.61,11.18%
2020-04-30,股票,招商轮船(601872.XSHG),多,11300股,11300股,6.78,76614,27040.9,4.387,-,0,-3390,0股,54.55%,270388.61,28.33%
2020-04-30,股票,中煤能源(601898.XSHG),多,8700股,8700股,3.82,33234,-15981.9,5.657,-,0,522,0股,-32.47%,270388.61,12.29%
2020-04-30,股票,交通银行(601328.XSHG),多,8000股,8000股,5.18,41440,-4355.2,5.724,-,0,0,0股,-9.51%,270388.61,15.33%
2020-04-30,股票,中信银行(601998.XSHG),多,7500股,7500股,5.2,39000,-5092.5,5.879,-,0,-75,0股,-11.55%,270388.61,14.42%
2020-04-30,股票,中兴通讯(000063.XSHE),多,100股,100股,41.09,4109,2894,12.15,-,0,235,0股,238.19%,270388.61,1.52%
2020-04-30,,Cash,,,,,11366.61,,,,,,,,0
2020-05-06,股票,普丽盛(300442.XSHE),多,2300股,2300股,15.17,34891,-14770.6,21.592,-,0,506,0股,-29.74%,269407.61,12.95%
2020-05-06,股票,上汽集团(600104.XSHG),多,1600股,1600股,19.62,31392,-14496,28.68,-,0,1152,0股,-31.59%,269407.61,11.65%
